# Total of 3600 particles
# Generated on : 2014-01-30 17:48:36.676233
# id  type radius  x   y   z   vx   vy   vz   nx   ny   nz   omega
22  1  1.000000 -22.998842  18.863367  3.902137  0.028799  0.236043  -0.971316  0.433869  0.656611  -0.616944   0.000000
23  1  1.000000 -8.174106  8.842551  27.477141  -0.922817  0.189385  -0.335473  -0.264272  0.892385  -0.365800   0.000000
24  1  1.000000 22.515360  -18.354587  -7.494509  0.315170  -0.000892  0.949035  0.025331  0.404374  -0.914243   0.000000
25  1  1.000000 21.635558  -20.141879  5.119309  0.592129  0.469595  -0.654877  -0.472077  -0.296038  0.830364   0.000000
26  1  1.000000 19.576419  9.129194  -20.818781  0.729801  -0.498818  0.467515  -0.726420  0.511834  -0.458628   0.000000
27  1  1.000000 -27.370275  -0.847039  12.253594  -0.375218  -0.341548  -0.861717  -0.408478  -0.005131  -0.912754   0.000000
28  1  1.000000 5.660559  1.358768  29.429778  -0.731393  -0.660129  0.171155  -0.965498  0.191120  0.176881   0.000000
29  1  1.000000 -11.900284  -0.094256  27.538598  0.900844  -0.193532  0.388620  0.519587  0.823615  0.227349   0.000000
30  1  1.000000 4.668244  20.783770  21.124450  0.213778  0.672320  -0.708720  0.523163  0.546853  -0.653646   0.000000
31  1  1.000000 21.290463  20.565376  4.876626  0.397277  -0.198842  -0.895898  0.692974  -0.637611  -0.336510   0.000000
32  1  1.000000 6.262861  -24.909835  15.500861  -0.902103  0.040531  0.429613  0.815399  -0.143918  -0.560724   0.000000
33  1  1.000000 -6.990288  19.230473  21.939116  -0.972123  -0.173755  -0.157437  0.691271  0.638104  -0.339069   0.000000
34  1  1.000000 -23.886608  -6.810113  16.824159  -0.587805  0.509717  -0.628230  -0.600215  0.412812  -0.685075   0.000000
35  1  1.000000 10.729063  0.100735  28.015657  -0.214355  0.973589  0.078590  -0.905508  -0.243292  0.347654   0.000000
36  1  1.000000 26.635681  -12.425464  -6.012350  0.386967  0.907793  -0.161767  0.413787  0.528243  0.741444   0.000000
37  1  1.000000 0.843855  5.743502  -29.432976  -0.950580  -0.298476  -0.085498  -0.698890  -0.697957  -0.156236   0.000000
38  1  1.000000 -12.243528  -1.515884  27.345898  0.895625  0.171323  0.410493  0.110601  0.988376  0.104308   0.000000
39  1  1.000000 29.852417  0.294050  2.957490  0.098996  -0.060247  -0.993262  -0.052970  -0.788271  0.613044   0.000000
40  1  1.000000 -2.952043  -27.595329  11.392246  -0.388321  -0.315850  -0.865705  0.903973  0.076938  0.420610   0.000000
41  1  1.000000 19.738520  -19.353336  11.655008  0.712102  0.700801  -0.042299  -0.299983  -0.697720  -0.650536   0.000000
42  1  1.000000 -12.093775  25.793999  -9.402671  -0.886327  -0.281551  0.367632  -0.872442  -0.464471  -0.152026   0.000000
43  1  1.000000 -24.918322  7.009191  15.164052  0.415720  -0.343759  0.842025  0.010104  0.913897  -0.405821   0.000000
44  1  1.000000 -2.944764  29.185505  -6.287660  0.312558  0.230086  0.921611  0.888851  0.180421  0.421179   0.000000
45  1  1.000000 2.956685  25.055892  -16.231460  0.923206  0.126207  0.362990  0.779527  0.273162  0.563667   0.000000
46  1  1.000000 23.046642  14.748394  12.301918  -0.638808  0.630649  0.440688  0.104648  0.535490  -0.838033   0.000000
47  1  1.000000 -18.099070  -9.735433  21.855091  -0.002543  0.914247  0.405149  0.429956  -0.901697  -0.045601   0.000000
48  1  1.000000 -11.772816  4.925594  -27.150310  -0.738714  0.529962  0.416464  -0.702798  -0.688272  0.179879   0.000000
49  1  1.000000 -18.709690  17.488407  -15.623800  -0.325264  -0.799341  -0.505230  0.166070  -0.552218  -0.816992   0.000000
50  1  1.000000 6.748552  -7.447066  -28.266557  -0.455057  -0.881831  0.123683  0.765207  -0.553636  0.328551   0.000000
51  1  1.000000 -25.247805  16.199379  -0.358434  0.030859  0.070157  0.997059  -0.148871  -0.210647  0.966160   0.000000
52  1  1.000000 -19.817081  -8.791477  -20.736278  0.719201  0.017149  -0.694591  -0.610954  -0.325250  0.721767   0.000000
53  1  1.000000 13.414396  -26.788112  -1.565572  -0.878970  -0.427843  -0.210622  0.883636  0.431933  0.180613   0.000000
54  1  1.000000 -8.697356  26.377934  11.338456  0.623350  -0.126179  0.771696  -0.596802  -0.474813  0.646824   0.000000
55  1  1.000000 -19.498672  -0.071137  22.799051  0.206171  -0.963044  0.173321  -0.296866  0.921336  -0.251017   0.000000
56  1  1.000000 -15.773441  12.444987  22.278260  -0.146242  -0.904106  0.401505  -0.843589  -0.142285  -0.517795   0.000000
57  1  1.000000 10.917449  -13.702842  24.352442  -0.617084  -0.771034  -0.157207  0.695750  0.712732  0.089134   0.000000
58  1  1.000000 -13.694942  -25.224325  -8.728230  0.081148  -0.364984  0.927470  0.867870  -0.348774  -0.353776   0.000000
59  1  1.000000 -21.383180  -17.984141  -10.923840  -0.574810  0.201755  0.793025  0.577278  -0.796260  0.180890   0.000000
60  1  1.000000 -9.931110  -24.972866  13.331505  -0.904794  0.146321  -0.399921  0.921391  -0.386764  -0.038118   0.000000
61  1  1.000000 28.295313  -7.576782  6.478242  0.283536  0.272812  -0.919337  0.222342  -0.003275  -0.974963   0.000000
62  1  1.000000 -19.018074  -14.853081  17.824109  -0.707913  0.680821  -0.187995  0.264167  -0.860644  -0.435324   0.000000
63  1  1.000000 -3.397978  19.758987  -22.316724  0.282909  0.739095  0.611311  0.989475  0.006915  -0.144537   0.000000
64  1  1.000000 -13.515466  13.854772  22.921114  -0.875223  -0.059637  -0.480029  -0.531282  -0.826460  0.186287   0.000000
65  1  1.000000 27.641597  11.585006  1.315197  0.001939  0.108233  -0.994124  -0.288959  0.756112  -0.587195   0.000000
66  1  1.000000 -14.524826  24.123921  10.347264  -0.363009  -0.543268  0.757023  0.610003  0.592808  -0.525809   0.000000
67  1  1.000000 -22.441388  7.752994  18.337808  0.415443  -0.535912  0.734987  -0.543657  0.289609  -0.787758   0.000000
68  1  1.000000 -7.322035  -22.030657  19.000998  -0.747156  -0.273961  -0.605560  0.912538  0.047112  0.406271   0.000000
69  1  1.000000 6.155252  -29.260109  2.441081  0.869921  0.143637  -0.471812  -0.887443  -0.150335  0.435712   0.000000
70  1  1.000000 -7.413634  -16.302260  24.068119  -0.147266  -0.797270  -0.585383  0.946506  0.041932  0.319951   0.000000
71  1  1.000000 8.990810  -0.829649  28.609037  -0.950340  0.079240  0.300956  0.347739  0.933981  -0.082197   0.000000
72  1  1.000000 12.591954  27.179732  1.644641  0.206301  -0.036409  -0.977811  -0.498499  0.280579  -0.820228   0.000000
73  1  1.000000 21.763828  19.606725  6.473957  0.051500  -0.364208  0.929893  -0.312991  0.592516  -0.742268   0.000000
74  1  1.000000 -6.063154  -29.374506  -0.613631  0.811754  -0.155795  -0.562836  -0.973313  0.198495  0.115156   0.000000
75  1  1.000000 10.091971  -9.756487  26.513451  0.537873  -0.703984  -0.463788  -0.789631  0.413968  0.452895   0.000000
76  1  1.000000 21.343134  20.947851  2.378693  -0.087537  0.200003  -0.975877  0.503898  -0.585515  0.635027   0.000000
77  1  1.000000 22.182206  -20.192949  -0.441067  0.318605  0.369063  -0.873088  -0.077728  -0.063653  -0.994941   0.000000
78  1  1.000000 -20.507810  8.257674  -20.279067  0.363363  0.931572  0.011876  0.711372  0.044124  -0.701429   0.000000
79  1  1.000000 26.609100  9.089506  -10.456418  -0.073998  -0.651726  -0.754836  0.285178  0.234312  0.929393   0.000000
80  1  1.000000 -15.810892  -25.192453  3.918674  -0.835273  0.540179  0.102591  -0.297753  0.326415  0.897104   0.000000
81  1  1.000000 -4.246869  29.696406  -0.295972  0.234931  0.043275  0.971048  -0.353169  -0.041191  0.934652   0.000000
82  1  1.000000 -20.865059  21.492020  -1.656015  -0.651285  -0.661003  -0.372696  -0.152979  -0.222703  -0.962809   0.000000
83  1  1.000000 -28.949107  -5.517900  -5.612665  -0.070097  -0.506432  0.859426  0.260321  -0.759962  -0.595559   0.000000
84  1  1.000000 14.494540  -14.775215  -21.716384  0.719584  0.694361  0.007860  0.828863  0.523635  0.196956   0.000000
85  1  1.000000 -0.160868  14.954000  -26.006769  0.950637  -0.266428  -0.159078  0.914213  0.353718  0.197734   0.000000
86  1  1.000000 -26.807847  -2.069751  -13.306220  -0.388415  0.614129  0.687008  0.013331  0.983603  -0.179854   0.000000
87  1  1.000000 -16.703342  -19.385234  15.659217  0.792686  -0.601145  0.101357  -0.387931  0.757921  0.524467   0.000000
88  1  1.000000 0.040419  16.572669  25.006899  -0.237133  -0.809612  0.536932  -0.470370  -0.735245  0.488024   0.000000
89  1  1.000000 -13.770831  2.305424  -26.552763  0.100264  -0.985406  -0.137556  0.763500  0.543528  -0.348776   0.000000
90  1  1.000000 4.502651  -27.896363  -10.075668  0.982972  0.103923  0.151545  -0.847934  -0.295756  0.439927   0.000000
91  1  1.000000 -0.665489  -21.653037  -20.753388  -0.732628  0.482563  -0.479989  0.966914  0.160404  -0.198364   0.000000
92  1  1.000000 11.972208  -27.383455  -2.610106  0.916917  0.397478  0.035709  -0.660034  -0.220108  -0.718267   0.000000
93  1  1.000000 28.727721  -7.765547  -3.796622  0.161664  0.846255  -0.507659  -0.284622  -0.781456  -0.555263   0.000000
94  1  1.000000 11.885624  3.434015  -27.330193  0.497637  -0.860600  0.108283  0.439410  -0.894836  0.078659   0.000000
95  1  1.000000 -1.194641  0.424120  29.973204  0.960350  0.276670  0.034362  0.279709  0.960082  -0.002437   0.000000
96  1  1.000000 24.283704  16.415260  6.390692  -0.405783  0.783502  -0.470601  0.265008  -0.664177  0.699027   0.000000
97  1  1.000000 -8.075364  1.507180  -28.853369  -0.758847  -0.625991  0.179684  0.121519  0.992429  0.017830   0.000000
98  1  1.000000 -18.942344  13.750400  18.764704  -0.772509  -0.301634  -0.558790  0.476233  0.865784  -0.153688   0.000000
99  1  1.000000 15.612481  23.385374  10.458236  0.747550  -0.218582  -0.627208  0.162977  0.310071  -0.936640   0.000000
100  1  1.000000 -28.160922  10.120150  2.131911  -0.274240  -0.605780  -0.746876  0.341127  0.938680  0.050122   0.000000
101  1  1.000000 -10.338407  24.980919  13.002731  0.910216  0.409353  -0.062743  -0.852534  -0.084334  -0.515823   0.000000
102  1  1.000000 28.888092  -6.313575  5.061315  0.185879  0.064512  -0.980453  -0.246233  -0.430554  0.868327   0.000000
103  1  1.000000 25.551506  -1.571314  15.641341  0.462458  0.543000  -0.700916  -0.171193  -0.968207  0.182394   0.000000
104  1  1.000000 5.728690  -26.526048  -12.788701  0.981459  0.179312  0.067719  0.397651  -0.327369  0.857148   0.000000
105  1  1.000000 -19.326117  -19.579054  11.965027  0.698861  -0.714150  -0.039792  0.704580  -0.709265  -0.022561   0.000000
106  1  1.000000 4.309196  -2.178053  -29.608899  0.751627  -0.640748  0.156524  -0.954046  0.254873  -0.157598   0.000000
107  1  1.000000 12.022353  8.849423  26.022120  -0.894898  -0.076890  0.439596  0.914795  -0.181048  -0.361070   0.000000
108  1  1.000000 -20.878101  -1.981738  -21.451751  0.342060  0.845040  -0.410978  -0.015420  -0.994156  0.106849   0.000000
109  1  1.000000 2.797242  28.133079  -10.035202  0.001566  -0.336108  -0.941822  0.352633  0.283088  0.891914   0.000000
110  1  1.000000 -11.222814  2.059594  27.745387  -0.785647  -0.553343  -0.276713  -0.902499  -0.256450  -0.346018   0.000000
111  1  1.000000 5.371955  13.030266  -26.483094  0.687967  -0.696702  -0.203242  -0.034498  -0.893948  -0.446840   0.000000
112  1  1.000000 -29.101405  0.444669  7.273960  0.110481  0.915851  0.386020  0.020921  -0.989330  0.144181   0.000000
113  1  1.000000 -23.430917  -5.756870  17.828364  -0.421538  0.864114  -0.274979  0.517076  -0.732324  0.443095   0.000000
114  1  1.000000 -24.910789  16.710526  -0.459237  0.364122  0.563191  0.741776  0.534961  0.789190  -0.301654   0.000000
115  1  1.000000 7.255323  8.003278  27.987637  0.553842  0.751503  -0.358472  -0.955973  -0.099190  0.276184   0.000000
116  1  1.000000 -1.889072  -4.305567  -29.629268  0.472503  0.867382  -0.156169  0.660198  -0.748131  0.066622   0.000000
117  1  1.000000 -2.725567  -21.446648  -20.799341  0.211845  0.666383  -0.714882  0.532848  0.553255  -0.640298   0.000000
118  1  1.000000 -24.432810  -3.455730  -17.061527  -0.577667  0.253603  0.775877  0.075880  0.950540  -0.301190   0.000000
119  1  1.000000 15.068386  18.605037  -18.077510  0.830302  -0.151291  0.536386  0.652852  -0.728930  -0.206021   0.000000
120  1  1.000000 -23.675239  -0.965241  -18.399765  0.370586  0.771402  -0.517306  0.201578  -0.956876  -0.209176   0.000000
121  1  1.000000 27.049811  4.819669  12.044854  0.390609  -0.700956  -0.596729  -0.338633  -0.315120  0.886581   0.000000
122  1  1.000000 -16.200241  -1.566901  -25.201131  -0.793236  -0.302073  0.528704  -0.436579  -0.835919  0.332624   0.000000
123  1  1.000000 -29.169743  -6.814604  1.639289  0.140071  -0.379584  0.914492  -0.149634  0.785088  0.601038   0.000000
124  1  1.000000 -21.000517  4.044706  21.038503  -0.277477  0.853504  -0.441065  -0.712735  -0.070639  -0.697868   0.000000
125  1  1.000000 -18.926284  18.397932  -14.258747  -0.774700  -0.464062  0.429519  -0.323185  -0.764615  -0.557598   0.000000
126  1  1.000000 26.569994  12.022251  7.035687  -0.285368  0.071351  0.955758  0.257042  -0.843788  0.471117   0.000000
127  1  1.000000 -18.030091  23.792068  -2.975450  -0.006351  0.119351  0.992832  -0.484635  -0.460288  -0.743817   0.000000
128  1  1.000000 -29.257218  6.515943  -1.248070  0.031601  0.323062  0.945850  -0.215198  -0.975403  -0.047742   0.000000
129  1  1.000000 8.716825  28.099464  -5.868313  -0.672640  0.054546  -0.737957  -0.075274  0.226172  0.971175   0.000000
130  1  1.000000 -25.563743  -7.670802  -13.698681  0.008870  0.865337  -0.501112  -0.518138  0.534893  0.667399   0.000000
131  1  1.000000 -28.657892  8.014490  -3.806987  -0.270186  -0.613738  0.741839  -0.044479  0.294419  0.954641   0.000000
132  1  1.000000 -3.411743  -14.362988  -26.116366  -0.913505  -0.294108  0.281085  -0.477895  0.794563  -0.374548   0.000000
133  1  1.000000 -18.120093  16.992571  -16.820070  -0.037324  0.682615  0.729825  -0.789770  -0.330955  0.516461   0.000000
134  1  1.000000 24.500274  11.006841  -13.363609  0.546633  -0.739274  0.393276  -0.571410  0.405999  -0.713201   0.000000
135  1  1.000000 28.314507  -7.394237  -6.604086  -0.177873  -0.940296  0.290182  0.276956  0.953360  0.120002   0.000000
136  1  1.000000 22.037480  -16.619432  -11.753466  0.147149  0.693733  -0.705040  0.137382  -0.444014  0.885425   0.000000
137  1  1.000000 6.620683  -26.879698  -11.560641  0.929980  0.312397  -0.193764  -0.680795  0.141416  -0.718693   0.000000
138  1  1.000000 -25.499813  15.712369  -1.697352  -0.524262  -0.830503  0.188188  -0.146280  -0.131483  0.980466   0.000000
139  1  1.000000 22.696694  3.433964  19.314967  0.191663  0.902508  -0.385675  0.401334  -0.858604  -0.318952   0.000000
140  1  1.000000 5.377830  6.813188  28.716884  0.980524  -0.120602  -0.155010  0.630059  -0.773772  0.065589   0.000000
141  1  1.000000 -27.806152  7.487509  8.411607  0.213867  -0.262751  0.940863  -0.295561  -0.945705  -0.135224   0.000000
142  1  1.000000 3.885508  -20.007824  22.013400  0.320236  -0.672225  -0.667505  0.515366  -0.586933  -0.624425   0.000000
143  1  1.000000 2.660933  9.893530  28.196410  -0.404139  -0.850524  0.336570  0.919749  0.335099  -0.204377   0.000000
144  1  1.000000 26.118957  14.753279  -0.375267  -0.484141  0.852053  -0.199030  -0.481168  0.856592  0.186353   0.000000
145  1  1.000000 21.320773  -20.768880  -3.752097  0.154294  -0.020065  0.987821  0.563567  0.666668  -0.487797   0.000000
146  1  1.000000 -16.557213  9.134130  23.290049  0.472611  -0.652810  0.592012  0.816953  0.010651  0.576606   0.000000
147  1  1.000000 -4.748967  11.812208  27.164666  -0.962181  0.144391  -0.230997  -0.578165  -0.780359  0.238254   0.000000
148  1  1.000000 29.192533  -0.268130  6.908265  -0.150747  -0.780489  0.606723  -0.207134  0.404045  0.890979   0.000000
149  1  1.000000 2.209764  12.689812  -27.094014  0.281419  -0.877607  -0.388085  0.972314  -0.231836  -0.029282   0.000000
150  1  1.000000 -25.132598  -8.500381  -14.003430  -0.055078  0.894322  -0.444022  -0.310429  -0.456123  0.834018   0.000000
151  1  1.000000 -14.930123  -23.333572  11.516763  0.446887  -0.609259  -0.655054  -0.748884  0.162013  -0.642592   0.000000
152  1  1.000000 20.142592  12.171499  -18.604585  0.120365  0.766013  0.631456  0.732604  -0.237192  0.637990   0.000000
153  1  1.000000 28.136850  -7.595511  7.115186  0.319098  0.361341  -0.876133  0.194676  -0.181767  -0.963879   0.000000
154  1  1.000000 22.224330  7.963430  -18.511157  0.618789  -0.627085  0.473143  0.073880  -0.945230  -0.317935   0.000000
155  1  1.000000 -2.220877  -27.895494  -10.812453  0.890849  -0.224099  0.395181  -0.454506  0.353149  -0.817747   0.000000
156  1  1.000000 21.258088  -8.918762  19.197640  0.555453  -0.324268  -0.765716  0.305666  0.946729  0.101355   0.000000
157  1  1.000000 -13.830033  20.699086  16.741506  0.776511  0.618046  -0.122678  0.849835  0.524295  0.053808   0.000000
158  1  1.000000 -11.826967  11.541252  -25.038418  -0.413258  -0.885376  -0.212903  -0.642454  0.534018  0.549616   0.000000
159  1  1.000000 -22.622908  -17.619517  -8.817973  -0.570428  0.807520  -0.150077  0.013434  0.433660  -0.900977   0.000000
160  1  1.000000 1.918106  -18.538692  -23.508249  0.126729  0.783886  -0.607835  0.002877  -0.785097  0.619366   0.000000
161  1  1.000000 -22.379303  -4.783956  19.397952  -0.665861  0.160879  -0.728524  -0.645538  -0.065523  -0.760912   0.000000
162  1  1.000000 16.348490  23.257321  9.582480  0.313747  -0.541815  0.779743  -0.660627  0.631581  -0.405805   0.000000
163  1  1.000000 -20.504002  -2.650237  21.738494  0.504524  0.660237  0.556365  -0.067080  0.996051  0.058163   0.000000
164  1  1.000000 26.380099  -4.701399  13.490264  -0.293606  0.565034  0.771059  0.454820  -0.003385  -0.890577   0.000000
165  1  1.000000 -11.506260  21.164430  -17.879398  -0.217787  0.558039  0.800726  -0.907214  -0.408560  0.100210   0.000000
166  1  1.000000 14.348502  -24.871722  8.690105  0.647615  0.110177  -0.753960  -0.801522  -0.546889  -0.241818   0.000000
167  1  1.000000 -8.084066  18.685719  22.033878  0.235171  -0.697022  0.677388  0.322831  0.776970  -0.540461   0.000000
168  1  1.000000 -26.454425  -6.435024  12.599757  0.294497  0.445120  0.845659  0.074618  0.815894  0.573366   0.000000
169  1  1.000000 4.592650  29.386597  -3.916055  0.417354  0.055646  0.907038  -0.330447  0.175231  0.927415   0.000000
170  1  1.000000 -15.464883  -14.226992  -21.410980  0.232982  0.723947  -0.649323  -0.846683  0.410078  0.339063   0.000000
171  1  1.000000 -6.280693  12.841381  -26.375212  -0.448683  0.756809  0.475314  0.585730  -0.665053  -0.463276   0.000000
172  1  1.000000 12.899097  -19.360533  18.941570  -0.892563  -0.409076  0.189706  0.749411  0.645113  0.149038   0.000000
173  1  1.000000 6.508049  -4.945546  -28.864977  -0.612471  -0.790489  -0.002653  -0.176217  0.962833  -0.204697   0.000000
174  1  1.000000 5.604862  -10.181283  -27.657314  0.678891  0.722901  -0.128536  -0.968692  -0.219819  -0.115389   0.000000
175  1  1.000000 -15.206887  -24.303651  8.836467  -0.573841  0.062148  -0.816605  -0.859653  0.500319  -0.103331   0.000000
176  1  1.000000 -6.605787  -7.385744  28.316327  0.929068  0.241918  0.279837  -0.726158  0.687456  0.009907   0.000000
177  1  1.000000 16.826284  23.892961  -6.782519  0.399573  -0.499580  -0.768610  -0.072478  0.319268  0.944889   0.000000
178  1  1.000000 -26.751657  -4.855789  -12.679517  0.219677  0.661682  -0.716881  0.111346  0.826699  -0.551517   0.000000
179  1  1.000000 6.289712  -6.492809  28.605645  -0.955010  -0.254535  0.152211  -0.903719  -0.415184  0.104470   0.000000
180  1  1.000000 -3.309302  -5.597466  -29.286804  -0.410573  0.903052  -0.126203  0.485670  -0.867086  0.110844   0.000000
181  1  1.000000 19.925813  20.963418  -7.968505  0.421336  -0.056421  0.905148  0.718302  -0.498122  0.485713   0.000000
182  1  1.000000 -0.489674  28.626169  8.961177  -0.641485  0.219163  -0.735163  0.481870  -0.254256  0.838544   0.000000
183  1  1.000000 1.839863  -9.470096  28.406552  -0.939185  0.302900  0.161810  0.262501  0.920376  0.289830   0.000000
184  1  1.000000 -11.837703  21.311587  -17.483851  -0.459300  -0.701827  -0.544502  0.798607  0.578836  0.164851   0.000000
185  1  1.000000 29.999985  0.028854  -0.008136  0.000999  -0.953809  0.300411  -0.000420  0.650411  0.759582   0.000000
186  1  1.000000 -17.729485  -4.345347  -23.807212  -0.155200  -0.944954  0.288054  -0.547442  -0.650528  0.526422   0.000000
187  1  1.000000 -8.709942  -25.869828  12.445437  -0.256862  -0.347384  -0.901857  0.637901  -0.497554  -0.587811   0.000000
188  1  1.000000 5.304564  10.971781  -27.413165  -0.742865  -0.559445  -0.367658  0.450821  0.795191  0.405501   0.000000
189  1  1.000000 15.004294  -4.322812  -25.616098  -0.573056  -0.794329  -0.201614  0.773094  0.518519  0.365327   0.000000
190  1  1.000000 20.019898  22.341533  -0.244133  -0.011771  0.021472  0.999700  -0.596134  0.540672  0.593547   0.000000
191  1  1.000000 14.318225  -6.435229  -25.565137  -0.320779  0.860300  -0.396212  0.057567  -0.960034  0.273900   0.000000
192  1  1.000000 6.324151  13.575757  -25.994306  0.731121  0.515383  0.447038  0.375552  -0.855862  -0.355613   0.000000
193  1  1.000000 -25.024561  -2.144166  -16.406520  0.177553  -0.973581  -0.143581  0.096718  0.957247  -0.272624   0.000000
194  1  1.000000 9.696944  -1.714193  -28.337798  0.922267  0.242640  0.300914  -0.569057  -0.809274  -0.145772   0.000000
195  1  1.000000 14.894832  -18.317761  18.509555  0.656971  -0.200241  -0.726837  0.740548  -0.072870  -0.668041   0.000000
196  1  1.000000 -26.948303  4.905886  -12.236062  -0.171034  -0.985096  -0.018281  -0.099615  0.828234  0.551458   0.000000
197  1  1.000000 -23.348625  -10.574546  -15.589120  0.274295  0.553575  -0.786331  -0.368490  -0.413679  0.832517   0.000000
198  1  1.000000 -28.178462  3.341099  -9.737110  -0.025795  0.920274  0.390423  -0.330087  -0.034788  0.943309   0.000000
199  1  1.000000 28.487524  -9.400846  0.291651  0.311766  0.940573  -0.134624  -0.116458  -0.381354  -0.917064   0.000000
200  1  1.000000 -29.068425  -6.514409  -3.548120  -0.176649  0.273214  0.945595  -0.216612  0.514755  0.829522   0.000000
201  1  1.000000 -21.112045  12.747953  -17.081313  -0.700850  -0.546602  0.458297  -0.040594  0.776059  0.629353   0.000000
202  1  1.000000 -9.341609  20.884250  -19.405733  0.882708  0.463992  0.074421  -0.143739  -0.707372  -0.692073   0.000000
203  1  1.000000 21.377912  14.921006  14.844140  -0.604585  0.077539  0.792757  -0.694429  0.600433  0.396545   0.000000
204  1  1.000000 15.178090  25.004385  -6.663807  0.718593  -0.549717  -0.425953  0.646822  -0.536962  -0.541566   0.000000
205  1  1.000000 -17.054503  6.420635  23.831059  -0.810401  0.020620  -0.585512  0.460621  -0.717234  0.522879   0.000000
206  1  1.000000 25.438374  15.814067  1.674644  0.279765  -0.355591  -0.891789  0.207156  -0.232601  -0.950254   0.000000
207  1  1.000000 22.666312  19.550531  2.003755  0.478120  -0.478857  -0.736273  0.464343  -0.460829  -0.756321   0.000000
208  1  1.000000 11.197641  -4.997208  27.379568  -0.583422  -0.807020  0.091313  0.412347  0.911024  -0.002364   0.000000
209  1  1.000000 -27.834275  8.554754  7.215907  0.144477  -0.319781  0.936412  0.372977  0.695849  0.613745   0.000000
210  1  1.000000 6.098402  25.909325  -13.838943  -0.867398  0.377399  0.324332  -0.079609  -0.454996  -0.886928   0.000000
211  1  1.000000 0.267761  -19.718723  -22.607527  0.645228  0.579523  -0.497829  -0.155042  -0.745410  0.648325   0.000000
212  1  1.000000 -5.444260  28.077779  -9.055293  -0.031646  0.301223  0.953029  0.239218  0.339734  0.909591   0.000000
213  1  1.000000 12.782091  -15.755115  -22.099649  0.290407  -0.691776  0.661143  0.728945  -0.282977  0.623348   0.000000
214  1  1.000000 20.407272  6.829884  20.902056  -0.087600  -0.918479  0.385646  -0.548388  -0.472637  0.689844   0.000000
215  1  1.000000 20.276754  -19.676274  10.084517  0.726023  0.670965  -0.150655  -0.626290  -0.270710  0.731079   0.000000
216  1  1.000000 5.965466  -13.467940  26.134801  -0.725420  0.530267  0.438843  0.597703  0.760008  0.255222   0.000000
217  1  1.000000 28.479680  -9.259994  -1.777733  -0.230816  -0.812624  0.535132  -0.216612  -0.779135  0.588241   0.000000
